"REFERENCE","LOCATION","APP TYPE","APP TYPE DECODE","VALIDATION DATE","PROPOSAL","RECOMMENDATION","RECOMMENDATION DECODE","DECISION DATE","DEVELOPMENT TYPE","DEVELOPMENT TYPE DECODE","WARD","WARD DECODE","NORTHING","EASTING","KEY VALUE"
"06/53803/FUL","Land Adjacent To 18 East Lancashire Road Worsley M28 2SZ ","FUL","Full application",9/11/2006 00:00:00,"Erection of a 2m high weld mesh boundary fence","PER","Approve",22/12/2006 00:00:00,"10","Minor - Other","WO","Worsley","401461","376318","J8Q3O4NP40000"
"06/53813/FUL","10 Leinster Road Swinton M27 5YG ","FUL","Full application",10/11/2006 00:00:00,"Demolition of existing bungalow and erection of two-two storey buildings with additional living accommodation in roof space to provide ten apartments together with bin/cycle store, associated car parking and construction of new vehicular access  Re-Sub 06/53279/FUL","WDN","Application Withdrawn",19/12/2006 00:00:00,"01","Major - Dwellings","SS","Swinton South","401069","377193","J8RQV5NP40000"
"06/53810/FUL","Land Between 24 Half Edge Lane And Telephone Exchange Eccles M30 9GJ ","FUL","Full application",13/11/2006 00:00:00,"Erection of a detached dwelling and construction of new vehicular access","PER","Approve",12/4/2007 00:00:00,"06","Minor - Dwellings","EC","Eccles","399027","377623","J8RKEWNP40000"
"06/53839/FUL","Unit G Barton Hall Industrial Estate Hardy Street Eccles   ","FUL","Full application",13/11/2006 00:00:00,"Construction of a new mezzanine floor and alterations to elevations","PER","Approve",8/1/2007 00:00:00,"07","Minor - Offices, R & D, light industry","WI","Winton","398144","375715","J8VHC7NP40000"
"06/53731/FUL","15 King Edwards Buildings Bury Old Road Salford M7 4QJ ","FUL","Full application",13/11/2006 00:00:00,"Erection of a single storey extension at rear of existing shop","PER","Approve",8/1/2007 00:00:00,"09","Minor - Retail distribution & servicing","KR","Kersal","401911","383742","J822M8NP40000"
"06/53811/FUL","Market Hall Ellesmere Retail Centre Bolton Road Worsley  ","FUL","Full application",13/11/2006 00:00:00,"Installation of a 9m high stub tower, six antenna, four 600mm dish antenna, cabinets and ancillary development","REF","Refuse",8/1/2007 00:00:00,"10","Minor - Other","WN","Walkden North","403255","373610","J8RLTFNP40000"
"06/53837/FUL","Land Adjacent To 10 Ellesmere Street Little Hulton M38 9WJ ","FUL","Full application",14/11/2006 00:00:00,"Demolition of existing garage and erection of a two storey building comprising four apartments together with associated car parking","WDN","Application Withdrawn",,"06","Minor - Dwellings","WN","Walkden North","403409","373025","J8VC2HNP40000"
"06/53814/FUL","2-4 Delhi Road Irlam M44 5XA ","FUL","Full application",14/11/2006 00:00:00,"Erection of a two storey office building with storage accommodation in roof space","PER","Approve",22/12/2006 00:00:00,"07","Minor - Offices, R & D, light industry","CD","Cadishead","393552","371683","J8RRAKNP40000"
"06/53750/FUL","RRG Accident Repair Centre 613 Bolton Road Pendlebury Swinton M27 4EJ ","FUL","Full application",14/11/2006 00:00:00,"Erection of a spray booth","WDN","Application Withdrawn",20/11/2006 00:00:00,"09","Minor - Retail distribution & servicing","PE","Pendlebury","402345","378240","J85G30NP40000"
"06/53444/FUL","204 Bolton Road Worsley MANCHESTER M28 3BN ","FUL","Full application",14/11/2006 00:00:00,"Alterations to the front and rear elevations including the installation of roller shutters, re-position of windows to the front and rear elevation, and the erection of a sign.","WDN","Application Withdrawn",4/12/2006 00:00:00,"10","Minor - Other","WN","Walkden North","403667","373595","J54F4GNPN1000"
"06/53684/FUL","Land At The Rear Of Edale Macdonald Road Irlam M44 5LH ","FUL","Full application",14/11/2006 00:00:00,"Erection of 3 metre high noise barrier fence","PER","Approve",22/12/2006 00:00:00,"10","Minor - Other","CD","Cadishead","393548","371382","J7MQS5NPB0000"
"06/53306/FUL","Cambridge Grove Filling Station 28 Wellington Road Eccles M30 0NP ","FUL","Full application",16/11/2006 00:00:00,"Erection of part single/part two storey extension to existing shop and forecourt canopy to be raised by 800mm (Re-submission of application 05/51744/FUL)
","PER","Approve",4/1/2007 00:00:00,"09","Minor - Retail distribution & servicing","EC","Eccles","398911","377746","J43IAKNPB0000"
"06/53844/FUL","Armitage Labour Club Madams Wood Road Worsley M38 0JU ","FUL","Full application",16/11/2006 00:00:00,"Erection of porch on rear elevation","PER","Approve",16/2/2007 00:00:00,"09","Minor - Retail distribution & servicing","LH","Little Hulton","403179","372245","J917SINP40000"
"06/53843/FUL","The Boundary Stone Bridgewater Road Worsley M28 1AD ","FUL","Full application",16/11/2006 00:00:00,"Erection of 2.9m high trellis with flat roof to provide outside parking and dining area associated with the existing pub","PER","Approve",15/1/2007 00:00:00,"09","Minor - Retail distribution & servicing","BE","Boothstown And Ellenbrook","401677","372565","J917BLNP40000"
"06/53840/FUL","Monks Hall 42 Wellington Road Eccles M30 0NP ","FUL","Full application",16/11/2006 00:00:00,"Conversion and remodelling of the north range of the hall and change of use of the south range of the hall to form four apartments and erection of three - two and half storey buildings comprising 24 apartments with semi-basement car parking, associated landscaping and alteration to existing vehicular access","PER","Approve",19/7/2011 00:00:00,"Q07","Small Majors  Dwellings","EC","Eccles","398908","377568","J90SLUNP40000"
"06/53835/FUL","192 Chatsworth Road Swinton M28 2GF ","FUL","Full application",16/11/2006 00:00:00,"Erection of a three storey dwelling","PER","Approve",17/1/2007 00:00:00,"06","Minor - Dwellings","WO","Worsley","400679","375913","J8V9Z0NP40000"
"06/53834/FUL","Tashbar School 20 Upper Park Road Salford M7 4HL ","FUL","Full application",17/11/2006 00:00:00,"Phased demolition of existing school and erection of a new primary school/nursery together with associated car parking","PER","Approve",8/6/2007 00:00:00,"05","Major - Other","KR","Kersal","402110","383429","J8V8DDNP40000"
"06/53845/FUL","Alleyways To Rear Of 1-43 Irlam Avenue, 180-188 Trafford Road, 4-46 And 1-41Charlton Avenue And 190-196 Trafford Road Eccles M30 0JR ","FUL","Full application",17/11/2006 00:00:00,"Erection of alleyway gates and additional fencing","PER","Approve",15/12/2006 00:00:00,"10","Minor - Other","BA","Barton","398201","376925","J918DYNP40000"
"06/53846/FUL","Former Patricroft Conservative Club Barton Road Eccles M30 7AA ","FUL","Full application",17/11/2006 00:00:00,"Demolition of existing club and erection of a four storey building with undercroft/part basement car parking to provide 48 apartments together with construction of new and alteration to existing vehicular access","WDN","Application Withdrawn",30/4/2007 00:00:00,"01","Major - Dwellings","BA","Barton","398103","376343","J91C9LNP40000"
"06/53287/FUL","Land At Lumns Lane And Agecroft Road Pendlebury Swinton   ","FUL","Full application",21/11/2006 00:00:00,"Amendment to car parking layout, associated highway, bin store and sub-station positions (Amendment to planning permission 05/51472/FUL)","PER","Approve",15/1/2007 00:00:00,"01","Major - Dwellings","PE","Pendlebury","401581","379501","J3S6YCNP40000"
"06/53857/FUL","Land Adjacent 2a Moorside Road Swinton  ","FUL","Full application",21/11/2006 00:00:00,"Erection of 12 semi-detached dwellings together with associated landscaping and car parking","PER","Approve",11/7/2007 00:00:00,"01","Major - Dwellings","WO","Worsley","400965","376671","J92YV6NP40000"
"06/53875/FUL","Alleyway To Rear Of 2-52 Cecil Road, 208-222 And 224-238  Barton Lane, 95-113 And 115-125 Trafford Road, 1-51 And 2-52 Ashbourne Road Eccles M30 0FZ ","FUL","Full application",21/11/2006 00:00:00,"Erection of 2.4m high gates and additional fencing to alleyways","PER","Approve",4/1/2007 00:00:00,"10","Minor - Other","BA","Barton","398250","377060","J9EB7JNP40000"
"06/53874/FUL","Alleyway At Rear Of 2-48 Pleasant Road, 184-206 Barton Lane, 71-93 Trafford Road And 1-51 Cecil Road Eccles M30 0FS ","FUL","Full application",21/11/2006 00:00:00,"Erection of 2.2m high gates and additional fencing to alleyway","WDN","Application Withdrawn",,"10","Minor - Other","BA","Barton","398298","377123","J9E7Z5NP40000"
"06/53783/FUL","Beis Ruchel School Norton Street Broughton Salford M7 4AJ ","FUL","Full application",21/11/2006 00:00:00,"Erection of part single, part two storey front extension and alterations to elevations with changes to windows and additional windows and construction of a ramp.","PER","Approve",9/2/2007 00:00:00,"10","Minor - Other","BR","Broughton","401085","383290","J8F535NPN1000"
"06/53848/FUL","Land Between Gerald Road And Seaford Road Salford  ","FUL","Full application",22/11/2006 00:00:00,"Change of use of proposed management suite (approved under previous application 03/46380/FUL) to provide one additional student flat and erection of single storey detached building to provide management office and communal common room and laundrette","PER","Approve",8/2/2007 00:00:00,"01","Major - Dwellings","IW","Irwell Riverside","399922","382038","J92Q92NPO1000"
"06/53819/FUL","204 Bolton Road Worsley M28 3BN ","FUL","Full application",23/11/2006 00:00:00,"Change of use from residential to class B1 office, erection of a first floor rear extension, alterations to the front and rear elevations including the installation of roller shutters and the re-positioning of windows.","PER","Approve",4/1/2007 00:00:00,"09","Minor - Retail distribution & servicing","WN","Walkden North","403667","373595","J8RWYINPO1000"
"06/53869/FUL","Lloyds TSB Bank PLC 129 - 133 Chorley Road Swinton M27 4AE ","FUL","Full application",23/11/2006 00:00:00,"Retention of ATM and alterations to front elevation","PERU","Approve - unconditional",10/1/2007 00:00:00,"10","Minor - Other","SS","Swinton South","401683","377678","J96RUDNP40000"
"06/53677/FUL","The Caravan Site Moss Colliery Road Clifton Swinton   ","FUL","Full application",27/11/2006 00:00:00,"Erection of three dwellings (log cabins)","REF","Refuse",18/1/2007 00:00:00,"06","Minor - Dwellings","PE","Pendlebury","403475","377025","J7LBL1NP40000"
"06/53867/FUL","Oaklands Hospital 19 Lancaster Road Salford M6 8AQ ","FUL","Full application",27/11/2006 00:00:00,"Erection of portacabin units to be used as office accommodation","PER","Approve",22/2/2007 00:00:00,"10","Minor - Other","SW","Weaste  And Seedley","399515","378797","J96LTDNPN1000"
"06/53891/FUL","613 Bolton Road Pendlebury Swinton M27 4EJ ","FUL","Full application",27/11/2006 00:00:00,"Erection of a spray booth enclosure","PER","Approve",2/4/2007 00:00:00,"10","Minor - Other","PE","Pendlebury","402345","378240","J9R2KENP40000"
"06/53915/FUL","Community Centre Dorning Road Swinton M27 1XA ","FUL","Full application",28/11/2006 00:00:00,"Erection of two floodlighting columns","WDN","Application Withdrawn",,"10","Minor - Other","SS","Swinton South","401113","378002","J9UFS3NP40000"
"06/53847/FUL","Land Adjacent To Moss Farm Cutnook Lane Irlam M44 5NB ","FUL","Full application",29/11/2006 00:00:00,"Demolition of existing buildings and erection of two timber clad buildings each comprising ten stables with hay loft and office together with a fenced sand and rubber all weather exercise area for use as a livery/training yard and stud together with improvements to existing access and provision of car parking area","WDN","Application Withdrawn",7/4/2010 00:00:00,"Q13","Minor Dwellings","IR","Irlam","396028","371722","J91E2FNP40000"
"06/53864/FUL","23 Chorley Road Swinton M27 4AF ","FUL","Full application",30/11/2006 00:00:00,"Installation of new shopfront, construction of new disabled access ramp, erection of single storey side extension and erection of boundary wall and fence","PER","Approve",24/1/2007 00:00:00,"10","Minor - Other","SS","Swinton South","401381","378013","J96HVYNP40000"
"06/53882/FUL","Albion Street Mill Albion Trading Estate Cobden Street Salford  ","FUL","Full application",30/11/2006 00:00:00,"Installation of roller shutters to ground floor units","PER","Approve",10/1/2007 00:00:00,"10","Minor - Other","IW","Irwell Riverside","399840","381080","J9G6YINPN1000"
"06/53924/FUL","Alleyways To Rear Of 56-78 , 37and 32-54 Athol Street, 51 South King Street, 56 And 51 Millers Street, 1 Lincoln Street And 2-26 Florence Street Eccles M30 8PQ ","FUL","Full application",30/11/2006 00:00:00,"Erection of 2.4m high gates and additional 2m fencing to alleyways","PER","Approve",19/1/2007 00:00:00,"10","Minor - Other","WI","Winton","398470","375983","J9WBE6NP40000"
"06/53918/FUL","213 - 215 Langworthy Road Salford M6 5PW ","FUL","Full application",30/11/2006 00:00:00,"Erection of a part single/part first floor rear extension","PER","Approve",19/1/2007 00:00:00,"09","Minor - Retail distribution & servicing","LG","Langworthy","398951","380512","J9UMXANP40000"
"06/53916/FUL","Alleyways To Rear Of 1-25 Owen Street, 22-46 Atherton Street And 35-47 Andover Street Eccles M30 8PY ","FUL","Full application",30/11/2006 00:00:00,"Installation of 2.2m high gates and additional 2m fencing to alleyways","PER","Approve",24/1/2007 00:00:00,"10","Minor - Other","WI","Winton","398313","375994","J9UGGWNP40000"
"06/53881/FUL","25 Cobden Street Salford M6 6WF ","FUL","Full application",30/11/2006 00:00:00,"Installation of roller shutters to the front elevation","PER","Approve",10/1/2007 00:00:00,"10","Minor - Other","IW","Irwell Riverside","399761","381082","J9G3K8NPN1000"
"06/53925/FUL","Land To The Rear Of 427 And 429 Liverpool Road Eccles M30 7HD ","FUL","Full application",1/12/2006 00:00:00,"Demolition of existing building and erection of two detached mews type dwellings","WDN","Application Withdrawn",20/2/2007 00:00:00,"06","Minor - Dwellings","BA","Barton","398065","375918","J9WD7XNP40000"
"06/53931/FUL","6 Saltire Gardens Salford M7 4BG ","FUL","Full application",4/12/2006 00:00:00,"Demolition of existing dwelling and erection of a new detached dwelling","WDN","Application Withdrawn",23/8/2007 00:00:00,"06","Minor - Dwellings","KR","Kersal","401598","383402","J9WLZ9NP40000"
"06/53902/FUL","7 Hampden Grove Eccles M30 0QU ","FUL","Full application",4/12/2006 00:00:00,"Conversion of basement into a self contained flat at no. 7 Hampden Grove","PER","Approve",26/1/2007 00:00:00,"10","Minor - Other","EC","Eccles","398765","376924","J9ST5WNPB0000"
