Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Grounds Maintenance,30.04.2013,5100635065,"-£1,932.00",Clearview Event Services Limited
Manchester City Council,Environment and Operations,Grounds Maintenance,30.04.2013,5100631981,"£1,286.50",N. A. Brown Limited
Manchester City Council,Mersey Valley Joint Committee,Grounds Maintenance,30.04.2013,5100635301,£675.00,H & C Plant Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100630985,"£20,149.50",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100628090,"£20,037.81",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100628099,"£19,764.53",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100633692,"£19,442.88",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100628111,"£18,382.40",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100631365,"£14,720.70",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100633639,"£5,694.50",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.04.2013,5100634951,"£1,323.66",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,30.04.2013,5100635308,"£1,650.00",Tecalemit Garage Equipment Co.Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,30.04.2013,5100633609,£766.62,Faun Zoeller (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,30.04.2013,5100633470,£715.07,Johnston Sweepers
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,30.04.2013,5100629258,"£4,000.00",Miller Oils Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,30.04.2013,5100634984,£672.85,Unipart Group Ltd t/a Intertruck
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,30.04.2013,5100628550,"£1,666.17",Faun Zoeller (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,30.04.2013,5100631987,£721.15,Faun Zoeller (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,30.04.2013,5100631983,£688.17,Faun Zoeller (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,30.04.2013,5100635323,£654.47,Johnston Sweepers
Manchester City Council,Hospitality + Trading Services,Vehicle contract hire and leases,30.04.2013,5100635083,£738.75,JCB Finance (Leasing) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,30.04.2013,5100634994,"£1,920.00",Vale Engineering (York) Ltd
Manchester City Council,Adult Social Care,Transport Taxis,30.04.2013,5100634790,"£1,491.30",Randstad Care
Manchester City Council,Childrens Services,Transport Taxis,30.04.2013,5100634560,"£5,390.00",Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,30.04.2013,5100634648,"£1,218.00",Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,30.04.2013,5100634567,"£1,053.50",Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,30.04.2013,5100634568,£924.00,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,30.04.2013,5100634566,£580.00,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,30.04.2013,5100635172,"-£3,674.00",Cresta Car Hire
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632521,"£1,237.50",Connect Cars Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632519,£855.00,Connect Cars Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632310,"£4,171.90",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632312,"£2,885.58",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632305,"£2,535.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632308,"£1,920.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632295,"£1,720.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632316,"£1,674.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632299,"£1,620.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632280,"£1,510.23",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632296,"£1,400.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632300,"£1,400.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632303,"£1,102.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632285,"£1,026.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632306,"£1,000.00",Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632281,£810.00,Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632284,£800.67,Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632302,£726.00,Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632287,£653.00,Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632291,£640.00,Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100632286,£575.00,Mantax Radio Taxis Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100635285,"£2,502.50",Trafford M B C
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100635253,"£1,736.40",Community Transport
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100635229,"£1,560.00",Community Transport
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100635160,"£35,877.00",APTSL
Manchester City Council,Childrens Services,Transport Coach Hire,30.04.2013,5100635266,"£2,421.48",Stockton-On Tees Borough Council
Manchester City Council,Childrens Services,Car Parking Permits,30.04.2013,5100635186,"£3,064.98",National Car Parks Manchester Ltd
Manchester City Council,Childrens Services,Car Parking Permits,30.04.2013,5100635241,"£2,043.32",National Car Parks Manchester Ltd
Manchester City Council,Childrens Services,Car Parking Permits,30.04.2013,5100635202,"£1,021.66",National Car Parks Manchester Ltd
Manchester City Council,Childrens Services,Car Parking Permits,30.04.2013,5100635340,"£1,021.66",National Car Parks Manchester Ltd
Manchester City Council,Hospitality + Trading Services,Car Parking Expenses,30.04.2013,5100634928,"£2,585.72",Serco Manchester Leisure Ltd Wythen
Manchester City Council,Manchester Leisure,Equipment,30.04.2013,5100628036,-£700.00,Access Platform Sales Ltd
Manchester City Council,Manchester Leisure,Equipment,30.04.2013,1903629262,"£1,476.00",Cutlass Technologies Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,30.04.2013,5100635117,£925.00,Design Catering Equipment
Manchester City Council,Environment and Operations,Equipment,30.04.2013,5100632476,"£10,929.63",Amey Highways Lighting (Manchester)
Manchester City Council,Adult Social Care,Equipment,30.04.2013,5100634719,"£1,544.40",Nottingham Rehab Supplies
Manchester City Council,Adult Social Care,Equipment,30.04.2013,5100634663,"£4,811.25",Invacare Limited
Manchester City Council,Corporate Services,Equipment,30.04.2013,5100634604,"£1,095.60",Neopost Finance Ltd (Rental)
Manchester City Council,Chief Executives,Equipment,30.04.2013,5100634605,"£1,024.03",Neopost Ltd (Consumables)
Manchester City Council,Adult Social Care,Furniture,30.04.2013,5100634708,£750.77,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,30.04.2013,5100633681,£687.26,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,30.04.2013,5100634705,£533.89,The Furnishing Service Ltd
Manchester City Council,Childrens Services,Furniture,30.04.2013,5100634702,£504.84,The Furnishing Service Ltd
Manchester City Council,Childrens Services,Furniture,30.04.2013,5100633654,£788.87,Zero Six
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.04.2013,5100634598,"£1,462.50","Groundwork Manchester, Salford"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.04.2013,5100631597,£846.74,Swift Electrical Supplies
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.04.2013,5100635010,£500.00,Friends of Blackley Forest
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.04.2013,5100635208,"£2,396.00",Stocks Lane Nurseries Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,5100630609,£954.00,Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,5100634639,£738.56,Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,5100635138,£665.98,Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,5100634640,£626.91,Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,5100634938,£718.95,Peter Savage Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,5100633475,"£3,540.00",R S Clare Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,30.04.2013,1903632033,£556.00,Ecomix Concrete Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,30.04.2013,5100633303,£858.00,Rigby Taylor Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,30.04.2013,5100635044,"£5,954.51",Salt Union Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,30.04.2013,5100635111,"£3,470.85",Salt Union Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,30.04.2013,5100635109,"£2,589.11",Salt Union Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,30.04.2013,5100634936,£862.62,Salt Union Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,30.04.2013,5100635094,"£1,231.20",The Helping Hand Company Ltd
Manchester City Council,Adult Social Care,Building Materials for direct delivery,30.04.2013,5100633766,£565.49,Screwfix Direct T/A Trade UK
Manchester City Council,Adult Social Care,Building Materials for direct delivery,30.04.2013,5100635216,"£2,011.60",AKW Medicare
Manchester City Council,Adult Social Care,Building Materials for direct delivery,30.04.2013,5100635247,£531.61,Invacare Limited
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100634696,"£34,578.88",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100634697,"£7,765.98",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100635177,"£7,711.67",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100635188,£897.03,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100635189,£879.48,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100635180,£843.70,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,30.04.2013,5100630681,"£1,883.00",Fairway Landscapes Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,30.04.2013,5100635324,£510.00,Arboricultural Services Treework
Manchester City Council,Corporate Services,Payments to Sub-Contractors,30.04.2013,5100635353,£774.40,GMCA
Manchester City Council,Corporate Services,Payments to Sub-Contractors,30.04.2013,5100635352,£580.80,GMCA
Manchester City Council,Corporate Services,Payments to Sub-Contractors,30.04.2013,5100635350,£555.00,GMCA
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,30.04.2013,5100634860,"£2,050.00",Fast Hire UK
Manchester City Council,Environment and Operations,Hire of Machinery,30.04.2013,5100633927,"£2,040.00",Redgate Holdings Ltd
